imagen,tiempo_inferencia_ms
ulm_00094_jpg.rf.ba748be78ff427796531b3dbc501f1c6.jpg,3014.5797729492188
ka_00815_png.rf.7f0f433fd6edce19ee3de9893f641eaa.jpg,27.996063232421875
ff_00057_png.rf.9a7fed4475586f06be7c4e4aebecc4cc.jpg,20.970821380615234
BME_01044_jpg.rf.175a4de8c5597938ca5080a3d80d95bd.jpg,23.841381072998047
ecurieaix_00438_png.rf.925eda10ab203453cbe501ae8dbccd8d.jpg,15.58232307434082
ka_00163_png.rf.10890af5e344bf63eb0fa3784d37d840.jpg,15.65098762512207
amz_02697_png.rf.fba8505d0cc3470ceefff8cf04f9075e.jpg,13.541460037231445
amz_02033_png.rf.26fb58ef32c8af5c7edbc9d9c2e51928.jpg,18.52107048034668
mms_00624_jpg.rf.005976de52493bdbe1696505b9fb1d5a.jpg,14.477968215942383
ka_00241_png.rf.cbac1f82ca424c8c5d46232f299d9d29.jpg,15.078067779541016
fsbizkaia_00384_jpg.rf.d10b38f98ca099f40edd528256887022.jpg,16.262054443359375
ka_00318_png.rf.6053de7c77bfaa7098b0988ada3e83f0.jpg,16.631364822387695
amz_00348_jpg.rf.0aee3bdb8df85be169c67f151b812565.jpg,14.540910720825195
BME_01020_jpg.rf.9935be0665cc537bea5a0b1caf1f3cdb.jpg,19.487619400024414
ka_00523_png.rf.0f32aa14df861303088754d41e92adda.jpg,13.92364501953125
BME_00861_jpg.rf.a0d7fa6ce6ea81d83a5ff9fc538f9d7b.jpg,15.101194381713867
mms_00601_jpg.rf.f504e4c416798c11f074c9261d0ee580.jpg,15.834331512451172
amz_03912_png.rf.953607b7cfe4f3d4f72d04eb0bcc1e26.jpg,15.341997146606445
amz_01792_png.rf.b6a28152565cb5cd87f761feabc9d183.jpg,15.367746353149414
BME_00155_jpg.rf.5f05a94d85fa3c11dffe4661d5ceb336.jpg,16.335248947143555
ka_00442_png.rf.d75ca132c5699f44cbb5c67c165536ed.jpg,18.472909927368164
amz_01928_png.rf.5746a505342133f0f560c4086beb3a2c.jpg,16.898393630981445
amz_00932_png.rf.3fc6e2a3c65ceb0951f577c06af301e8.jpg,21.81720733642578
gfr_00523_jpg.rf.1b1f45794f702cb15eb892c92e58a0c2.jpg,19.09470558166504
BME_01335_jpg.rf.d2a14ca41af595ee3ae53f15099c9d64.jpg,20.48969268798828
ff_00023_png.rf.5fe1af61e559007d9e6d57935214ce36.jpg,17.374277114868164
ugent_00015_jpg.rf.76ffa5f4b59d7d8fb6b2ffed9e928d9b.jpg,23.209571838378906
bme_01139_jpg.rf.25e442cae5d03cebf17ede6f99a5c693.jpg,32.36079216003418
amz_00067_jpg.rf.9034effd43974bad9f99ced9306d5007.jpg,26.310443878173828
ff_00062_png.rf.9f95916edc000dfa4e22fa72704ebd2c.jpg,22.25971221923828
FRT_00014_png.rf.d7dcbb131da86ca47294b108297c7aa1.jpg,22.105932235717773
ff_00124_png.rf.fca13ca8dca10f809317355e2903e8c1.jpg,17.58599281311035
amz_00032_jpg.rf.eec8b84528d851488e5ce766afe6ca71.jpg,17.383337020874023
mms_00401_jpg.rf.b96b1161b3a1a7c77b82a7e03b3e65b8.jpg,13.773441314697266
amz_01043_png.rf.1e693db541e3b315d01966e7a659250d.jpg,12.809276580810547
amz_01966_png.rf.99a8f11da30748b36481701f596a79f6.jpg,19.298553466796875
mms_00345_jpg.rf.4c8e5c2906e4bf26b0acbbd6ff443a58.jpg,18.53346824645996
amz_02429_png.rf.317af9d6bc23db9e3dfcacbac0974738.jpg,15.845060348510742
FRT_00048_png.rf.586778a70790791cb1e73bb22f63c218.jpg,13.622760772705078
gfr_00567_jpg.rf.82ccb20d90e52b980acc80e2b0ea2da8.jpg,14.791488647460938
BME_00196_jpg.rf.bbe8984c8e3032c038a2c1dae2563e27.jpg,20.104646682739258
amz_00258_png.rf.32f0a259a7dfc11794765bd80eb29f0d.jpg,21.773815155029297
gfr_00553_jpg.rf.a0f73f2ed9405b56920509c5bc71b7b9.jpg,18.9816951751709
amz_03906_png.rf.c98e2079ac77949d463e6b8e55c28f3e.jpg,23.793697357177734
ugent_00032_jpg.rf.ac135f6cac6d465e11a8dea2e7ef2a48.jpg,28.55706214904785
amz_01422_png.rf.3bcbc2c42248d1900a17a983f3a38da2.jpg,23.200511932373047
ka_01234_png.rf.3c6fb1ac4a386367d49dcce88d2ebfd5.jpg,21.619081497192383
gfr_00534_jpg.rf.7ed6afec7f3b4278bf3b28e70dc3ad38.jpg,22.166013717651367
BME_00734_jpg.rf.200931668e03325671c0ae044f5c21c3.jpg,22.043704986572266
gfr_00956_jpg.rf.fa7659a77ce33b6544877fbf983e6962.jpg,21.76380157470703
fsbizkaia_00518_jpg.rf.7575fd58e6da9d239f75100955163a69.jpg,16.422748565673828
ka_01168_png.rf.7bf0c27bf59709ebf4f9c826cfefa3d7.jpg,16.629934310913086
amz_02792_png.rf.b9b76739b172c6742d13b76bab5e7cbd.jpg,15.182256698608398
amz_02976_png.rf.41d5fd0d187439ed9ddcf6238c13d61f.jpg,15.697002410888672
ka_00930_png.rf.49032e2d4696866ab263d0b06463f343.jpg,13.707399368286133
amz_01435_png.rf.554a20377c63303e5bed4d8c1dc65991.jpg,16.183853149414062
amz_03397_png.rf.b440339851a31ced591d3da0440afd32.jpg,17.5626277923584
ka_00986_png.rf.d07a8721d54d53bc2a575eabb82f7130.jpg,13.387918472290039
ecurieaix_00350_png.rf.93fafae5b1cecaae620751ba6915b3d9.jpg,15.884876251220703
amz_00659_png.rf.fdd4aa05c3c43a9e0d18d182e615e3e1.jpg,16.18194580078125
FRT_00255_png.rf.32a5ae6fa577fdaaa0564244f33bf89e.jpg,14.509439468383789
fsbizkaia_00483_jpg.rf.2f6ec7aba1c257ee24fe3691877d210d.jpg,23.67258071899414
mms_00151_jpg.rf.17075053d4c677f7346476a013366b66.jpg,28.683900833129883
amz_02960_png.rf.246a1e610161a1a4f64dbab3a9138695.jpg,28.798341751098633
amz_01783_png.rf.8d475b6e4be41a7b378e4ca4bc98910e.jpg,24.308443069458008
amz_03012_png.rf.3f4a425f6c3a608f7f26a18353c821af.jpg,20.526885986328125
amz_02910_png.rf.bd841299c56ff1b3101b4e73360fd290.jpg,21.56972885131836
ka_00766_png.rf.75e7bbf41109d699f9348dab6f6d86d7.jpg,19.15597915649414
mms_00698_jpg.rf.7ffcb6ccb0cb1f34dff5c896cae5485a.jpg,16.45970344543457
amz_02646_png.rf.4c50ec26a9f19f99c31a034010d43564.jpg,17.431974411010742
bme_00889_jpg.rf.98e36bedf21bb2988002ad384e28b310.jpg,16.20340347290039
fsbizkaia_00029_jpg.rf.a38d85709659f8433bc7f559ac58359d.jpg,13.551712036132812
gfr_00917_jpg.rf.2df04ccf62d0115fee03127de9349dfa.jpg,16.600370407104492
FRT_00439_png.rf.79d013a8d8c437e8a2875828fc83d7df.jpg,16.706228256225586
tuwr_00081_jpg.rf.b6343380453e7242c771bceeb4bd33db.jpg,20.20263671875
bme_00112_jpg.rf.519586ed6a497917ba71b7f54f87303a.jpg,22.26996421813965
ka_00978_png.rf.2366139dcc8f0c439adb177c66de49ad.jpg,18.204689025878906
amz_02735_png.rf.7546d13cd08c7752f6959ddb602ad437.jpg,17.99750328063965
mms_00199_jpg.rf.7c84ed8c94d721d26255ba12ece283f6.jpg,16.46709442138672
mms_00477_jpg.rf.ec5981fc157fbc3c402826c036a8ba92.jpg,15.932083129882812
ulm_00386_jpg.rf.468ea4b9f4198715d10f7a2cb4875812.jpg,15.825986862182617
BME_01077_jpg.rf.718e30ec37a03979a14e45da29b5bce4.jpg,14.786243438720703
tuwr_00143_jpg.rf.fb708655b9b4ad56544d1ab26381cc3c.jpg,15.619039535522461
BME_01228_jpg.rf.2c05c94abbe37d571002b1241b5df9ea.jpg,13.09514045715332
bme_00296_jpg.rf.6b118c01f91a472fb589497f86a5d919.jpg,19.47331428527832
ecurieaix_00104_png.rf.2f72101b5ee0b57f02ddf458a00fc70c.jpg,18.40662956237793
ka_00681_png.rf.56352594cb983094ea12f656bca4324f.jpg,21.507740020751953
FRT_00293_png.rf.81db0455b111b77a2233c5e3d0ef0362.jpg,16.440629959106445
ff_00098_png.rf.9f349cd2dd9421192393615c7745a7b4.jpg,15.085220336914062
amz_00222_png.rf.f391ee087ccbb6ef6696015373a581c5.jpg,20.5380916595459
amz_04228_png.rf.36200ba312ceeb4e45df52eba32c0869.jpg,20.486831665039062
amz_01548_png.rf.6f7dc28397c23e9bf3fbc607bfd83213.jpg,18.267154693603516
amz_00273_png.rf.52704981bea8fa3a923e6ee9716b4cd2.jpg,14.152765274047852
amz_03264_png.rf.768e9f3fac6239b77979e068df1d9fb0.jpg,20.296335220336914
amz_04001_png.rf.f83213ec377726e78bcb4a5d8674d358.jpg,17.281293869018555
amz_01762_png.rf.b27525a6730976a2cf0c0b9edee1b46e.jpg,19.24276351928711
ka_01286_png.rf.0e759f3747c80cf48e37237b734733f6.jpg,18.418073654174805
amz_03826_png.rf.029b6d214c0e3b721e0346daa35f478f.jpg,17.965316772460938
