frame_id,inference_time_ms
151,9.145259857177734
152,9.63139533996582
153,47.64080047607422
154,12.393474578857422
155,7.369041442871094
156,13.269901275634766
157,9.908914566040039
158,11.678457260131836
159,11.36636734008789
160,15.991926193237305
161,12.172460556030273
162,10.07223129272461
163,9.950399398803711
164,10.630130767822266
165,11.932373046875
166,12.86172866821289
167,10.912656784057617
168,9.135961532592773
169,10.54239273071289
170,13.894081115722656
171,13.373613357543945
172,10.378599166870117
173,11.344671249389648
174,9.347677230834961
175,11.426687240600586
176,11.984586715698242
177,9.83119010925293
178,10.22481918334961
179,10.879755020141602
180,9.211540222167969
181,8.587121963500977
182,10.133504867553711
183,10.464668273925781
184,10.90097427368164
185,9.885072708129883
186,9.574651718139648
187,10.421037673950195
188,9.381294250488281
189,9.945392608642578
190,9.921789169311523
191,9.103775024414062
192,11.31749153137207
193,11.861801147460938
194,8.074283599853516
195,10.06937026977539
196,9.50765609741211
197,8.762836456298828
198,10.780572891235352
199,9.856462478637695
200,10.39576530456543
201,13.106107711791992
202,11.254549026489258
203,9.70149040222168
204,11.942386627197266
205,10.13636589050293
206,9.858369827270508
207,11.677026748657227
208,11.255025863647461
209,10.980367660522461
210,10.157108306884766
211,14.27149772644043
212,11.655807495117188
213,10.633468627929688
214,11.511802673339844
215,13.988494873046875
216,13.011693954467773
217,12.679576873779297
218,11.750459671020508
219,11.668205261230469
220,11.507749557495117
221,13.184309005737305
222,12.646675109863281
223,14.163970947265625
224,15.867233276367188
225,14.863252639770508
226,11.811494827270508
227,13.907432556152344
228,15.184640884399414
229,13.823270797729492
230,16.064167022705078
231,16.238689422607422
232,19.263744354248047
233,10.802030563354492
234,9.496450424194336
235,11.940240859985352
236,11.091470718383789
237,10.626077651977539
238,10.42485237121582
239,10.82468032836914
240,13.2598876953125
241,12.116193771362305
242,11.816024780273438
243,10.074615478515625
244,9.786844253540039
245,11.969327926635742
246,10.894060134887695
247,13.158082962036133
248,13.267040252685547
249,10.470151901245117
250,14.888763427734375
251,14.615058898925781
252,11.805295944213867
253,11.577606201171875
254,11.71731948852539
255,13.147354125976562
256,14.39666748046875
257,14.417171478271484
258,11.605978012084961
259,9.36126708984375
260,11.473655700683594
261,17.320632934570312
262,18.76235008239746
263,15.071630477905273
264,16.086339950561523
265,11.442899703979492
266,12.719392776489258
267,15.201091766357422
268,14.365673065185547
269,14.496326446533203
270,11.75236701965332
271,9.963035583496094
272,12.174844741821289
273,13.92674446105957
274,11.422872543334961
275,14.813423156738281
276,11.9476318359375
277,13.714075088500977
278,12.174129486083984
279,13.907432556152344
280,14.927148818969727
281,15.168190002441406
282,15.096664428710938
283,17.884254455566406
284,15.383005142211914
285,13.156414031982422
286,13.889312744140625
287,10.33782958984375
288,13.786554336547852
289,13.552665710449219
290,12.978553771972656
291,11.82413101196289
292,13.147592544555664
293,11.169195175170898
294,10.807275772094727
295,14.147758483886719
296,12.996912002563477
297,12.497663497924805
298,11.303424835205078
299,12.737035751342773
300,10.955333709716797
301,15.27714729309082
302,12.978553771972656
303,14.438390731811523
304,13.009786605834961
305,11.916637420654297
306,12.03465461730957
307,11.756658554077148
308,14.646291732788086
309,12.241125106811523
310,14.345169067382812
311,13.242721557617188
312,11.360883712768555
313,12.27569580078125
314,13.305425643920898
315,13.430356979370117
316,13.509750366210938
317,13.28587532043457
318,13.168096542358398
319,12.075662612915039
320,15.080451965332031
321,14.470815658569336
322,13.427495956420898
323,12.745380401611328
324,9.306192398071289
325,12.921333312988281
326,13.767719268798828
327,11.263132095336914
328,10.441303253173828
329,10.077238082885742
330,11.764287948608398
331,12.258291244506836
332,10.707616806030273
333,13.713836669921875
334,14.904260635375977
335,14.121294021606445
336,13.409137725830078
337,9.97471809387207
338,10.085582733154297
339,14.19830322265625
340,16.650915145874023
341,13.226509094238281
342,12.054204940795898
343,14.004230499267578
344,14.636516571044922
345,12.071371078491211
346,13.185262680053711
347,12.52889633178711
348,15.592336654663086
349,11.87443733215332
350,11.286020278930664
351,12.80522346496582
352,14.781713485717773
353,14.857053756713867
354,15.457868576049805
355,12.344837188720703
356,10.493993759155273
357,11.78121566772461
358,12.719869613647461
359,12.203693389892578
360,12.373685836791992
361,14.588356018066406
362,15.891075134277344
363,12.640953063964844
364,10.744810104370117
365,11.55710220336914
366,14.23335075378418
367,12.683868408203125
368,10.759592056274414
369,12.846946716308594
370,10.665178298950195
371,14.432668685913086
372,12.421607971191406
373,12.276649475097656
374,11.439800262451172
375,12.15052604675293
376,13.135671615600586
377,11.221647262573242
378,10.965347290039062
379,11.525630950927734
380,13.879060745239258
381,11.125326156616211
382,11.235475540161133
383,15.367507934570312
384,14.356851577758789
385,11.538982391357422
386,10.943889617919922
387,12.399673461914062
388,12.549877166748047
389,12.59303092956543
390,11.353015899658203
391,12.115955352783203
392,11.618375778198242
393,12.403011322021484
394,11.745929718017578
395,11.174201965332031
396,11.974573135375977
397,11.768817901611328
398,11.90042495727539
399,9.609699249267578
400,11.744260787963867
401,12.661218643188477
402,12.25900650024414
403,11.339187622070312
404,12.585163116455078
405,10.811805725097656
406,11.269330978393555
407,12.189388275146484
408,9.505271911621094
409,11.672019958496094
410,13.875722885131836
411,10.151147842407227
412,11.022329330444336
413,11.704206466674805
414,15.902519226074219
415,13.147830963134766
416,10.66279411315918
417,11.353731155395508
418,11.750221252441406
419,12.005090713500977
420,9.869098663330078
421,11.956214904785156
422,13.46731185913086
423,13.616085052490234
424,9.579658508300781
425,11.262178421020508
426,14.68968391418457
427,11.322021484375
428,12.607336044311523
429,10.448932647705078
430,13.69023323059082
431,11.530637741088867
432,9.47427749633789
433,10.999679565429688
434,14.633893966674805
435,13.974666595458984
436,11.076211929321289
437,11.949777603149414
438,13.490676879882812
439,11.899709701538086
440,10.542154312133789
441,12.01176643371582
442,13.425111770629883
443,14.068841934204102
444,15.516042709350586
445,12.375116348266602
446,11.61646842956543
447,10.09678840637207
448,10.61868667602539
449,10.976314544677734
450,10.783910751342773
451,8.945703506469727
452,10.985136032104492
453,18.839359283447266
454,14.158248901367188
455,13.369321823120117
456,10.009050369262695
457,11.39068603515625
458,12.877464294433594
459,13.393640518188477
460,12.76540756225586
461,12.837648391723633
462,10.905742645263672
463,14.17398452758789
464,15.259981155395508
465,10.430097579956055
466,11.822700500488281
467,12.975454330444336
468,11.387109756469727
469,11.398077011108398
470,10.603189468383789
471,14.954090118408203
472,13.172149658203125
473,12.228250503540039
474,10.856389999389648
475,10.020971298217773
476,11.529684066772461
477,10.83683967590332
478,11.556386947631836
479,11.504173278808594
480,9.660959243774414
481,10.09225845336914
482,13.048410415649414
483,13.337373733520508
484,9.921073913574219
485,15.771865844726562
486,12.599468231201172
487,11.390447616577148
488,11.406660079956055
489,11.795759201049805
490,12.14146614074707
491,10.126590728759766
492,9.341239929199219
493,13.502120971679688
494,11.909961700439453
495,13.193845748901367
496,10.286808013916016
497,11.508464813232422
498,9.427309036254883
499,10.802745819091797
500,12.416839599609375
501,13.858795166015625
502,9.60397720336914
503,10.813713073730469
504,11.080265045166016
505,14.84990119934082
506,15.250682830810547
507,12.05754280090332
508,11.250972747802734
509,11.437416076660156
510,11.954545974731445
511,10.374069213867188
512,9.719371795654297
513,12.775182723999023
514,12.017965316772461
515,13.036012649536133
516,11.828899383544922
517,13.921737670898438
518,16.442298889160156
519,15.542030334472656
520,13.194799423217773
521,10.477542877197266
522,12.80069351196289
523,12.338638305664062
524,13.037919998168945
525,10.332107543945312
526,11.245489120483398
527,10.294675827026367
528,11.751413345336914
529,12.731075286865234
530,16.218185424804688
531,12.871742248535156
532,12.24374771118164
533,13.057708740234375
534,9.974479675292969
535,10.779619216918945
536,16.709566116333008
537,12.78376579284668
538,11.34037971496582
539,12.279510498046875
540,12.440919876098633
541,12.624740600585938
542,12.720823287963867
543,13.07225227355957
544,13.507843017578125
545,11.557579040527344
546,13.451337814331055
547,13.481855392456055
548,12.130498886108398
549,14.3585205078125
550,11.561155319213867
551,16.051769256591797
552,9.664297103881836
553,14.03951644897461
554,12.068748474121094
555,9.647130966186523
556,12.828350067138672
557,12.278556823730469
558,12.568235397338867
559,12.393712997436523
560,10.277748107910156
561,10.173320770263672
562,10.454654693603516
563,10.865211486816406
564,11.053085327148438
565,13.197660446166992
566,13.803482055664062
567,12.399435043334961
568,12.202262878417969
569,12.617111206054688
570,11.14344596862793
571,10.79702377319336
572,14.737367630004883
573,14.46843147277832
574,12.398481369018555
575,12.830495834350586
576,13.316869735717773
577,10.877847671508789
578,13.773441314697266
579,11.756420135498047
580,12.08949089050293
581,12.865543365478516
582,12.595176696777344
583,11.529922485351562
584,13.031005859375
585,13.345718383789062
586,11.98887825012207
587,11.898994445800781
588,11.975288391113281
589,11.918783187866211
590,11.56473159790039
591,15.549659729003906
592,13.056278228759766
593,11.429071426391602
594,14.51730728149414
595,12.86768913269043
596,9.382963180541992
597,12.084007263183594
598,12.845277786254883
599,9.962081909179688
600,10.172128677368164
601,12.69221305847168
602,13.61083984375
603,11.978626251220703
604,9.808063507080078
605,11.920690536499023
606,12.514114379882812
607,11.062860488891602
608,9.364604949951172
609,9.645700454711914
610,11.09457015991211
611,10.879993438720703
612,11.047840118408203
613,12.106180191040039
614,12.320280075073242
615,10.7421875
616,9.810686111450195
617,11.189699172973633
618,11.441469192504883
619,10.06627082824707
620,8.701562881469727
621,10.074377059936523
622,8.570671081542969
623,9.288787841796875
624,11.087179183959961
625,9.760618209838867
626,12.056589126586914
627,9.578943252563477
628,11.138916015625
629,9.933233261108398
630,9.546518325805664
631,12.369871139526367
632,9.19961929321289
633,9.598016738891602
634,10.12420654296875
635,10.303020477294922
636,8.352994918823242
637,11.811494827270508
638,12.340545654296875
639,8.771896362304688
640,10.357379913330078
641,10.988473892211914
642,12.241840362548828
643,9.99140739440918
644,10.462522506713867
645,10.47825813293457
646,9.680032730102539
647,9.92894172668457
648,8.577346801757812
649,9.80997085571289
650,10.62464714050293
651,9.920597076416016
652,10.253667831420898
653,11.858940124511719
654,9.424924850463867
655,11.469125747680664
656,11.891841888427734
657,13.006210327148438
658,9.845972061157227
659,11.667728424072266
660,10.609865188598633
661,11.945009231567383
662,15.503406524658203
663,12.039661407470703
664,11.021614074707031
665,13.246774673461914
666,12.332439422607422
667,12.835025787353516
668,16.8759822845459
669,14.628171920776367
670,12.897253036499023
671,11.418342590332031
672,9.922266006469727
673,11.964559555053711
674,11.72947883605957
675,13.931989669799805
676,10.339498519897461
677,12.569665908813477
678,10.141849517822266
679,13.35287094116211
680,14.400005340576172
681,12.563943862915039
682,11.970758438110352
683,13.545989990234375
684,13.731241226196289
685,14.844179153442383
686,11.568069458007812
687,14.156818389892578
688,14.231681823730469
689,11.552572250366211
690,14.420032501220703
691,10.377645492553711
692,15.684366226196289
693,14.592647552490234
694,13.86570930480957
695,12.831687927246094
696,14.443159103393555
697,12.68911361694336
698,13.815879821777344
699,16.553640365600586
700,13.937234878540039
701,14.528274536132812
702,11.302947998046875
703,12.181520462036133
704,11.63029670715332
705,13.912677764892578
706,15.401840209960938
707,15.226125717163086
708,14.204025268554688
709,12.410640716552734
710,15.21158218383789
711,13.899803161621094
712,13.430356979370117
713,14.88184928894043
714,11.779308319091797
715,15.685319900512695
716,14.867305755615234
717,13.621807098388672
718,11.322498321533203
719,11.58285140991211
720,15.684843063354492
721,14.79482650756836
722,14.030933380126953
723,15.286922454833984
724,9.549617767333984
725,12.279510498046875
726,13.200759887695312
727,13.047218322753906
728,15.522003173828125
729,18.49532127380371
730,15.346288681030273
731,12.91203498840332
732,12.112855911254883
733,11.119365692138672
734,12.850522994995117
735,12.441873550415039
736,15.209674835205078
737,15.64931869506836
738,11.662483215332031
739,14.008760452270508
740,13.096332550048828
741,15.076160430908203
742,12.662172317504883
743,14.678239822387695
744,16.745328903198242
745,15.642404556274414
746,14.439821243286133
747,13.552427291870117
748,14.098644256591797
749,13.239860534667969
750,11.788606643676758
751,13.501644134521484
752,16.759157180786133
753,16.706466674804688
754,16.88981056213379
755,14.720678329467773
756,15.296459197998047
757,14.448404312133789
758,16.676902770996094
759,15.197038650512695
760,12.748241424560547
761,16.812801361083984
762,13.538599014282227
763,14.920711517333984
764,17.1964168548584
765,11.544466018676758
766,13.643026351928711
767,13.775825500488281
768,14.997005462646484
769,11.643409729003906
770,10.326385498046875
771,13.175725936889648
772,11.646747589111328
773,9.812116622924805
774,12.21466064453125
775,13.321638107299805
776,12.921571731567383
777,13.983726501464844
778,12.933015823364258
779,11.026620864868164
780,14.211177825927734
781,13.290643692016602
782,12.834548950195312
783,12.085914611816406
784,14.686107635498047
785,10.622501373291016
786,10.58650016784668
787,12.876033782958984
788,12.150049209594727
789,13.24009895324707
790,13.39101791381836
791,12.697219848632812
792,10.485410690307617
793,12.692928314208984
794,10.141849517822266
795,10.03265380859375
796,11.832952499389648
797,11.216402053833008
798,11.058807373046875
799,9.940147399902344
800,11.938810348510742
801,9.796380996704102
802,10.004997253417969
803,10.233879089355469
804,12.304306030273438
805,13.949394226074219
806,11.36016845703125
807,9.915828704833984
808,10.493755340576172
809,12.003183364868164
810,14.010906219482422
811,13.690948486328125
812,11.48080825805664
813,12.026309967041016
814,11.267662048339844
815,11.204719543457031
816,11.269807815551758
817,11.218786239624023
818,9.650230407714844
819,11.27934455871582
820,11.311769485473633
821,11.590003967285156
822,12.19630241394043
823,11.673450469970703
824,11.989593505859375
825,11.3372802734375
826,13.296365737915039
827,13.128042221069336
828,13.012409210205078
829,14.277935028076172
830,10.693788528442383
831,10.432720184326172
832,10.28132438659668
833,13.128995895385742
834,9.984016418457031
835,11.663436889648438
836,10.106325149536133
837,12.54725456237793
838,15.573978424072266
839,13.914823532104492
840,13.7939453125
841,11.142969131469727
842,11.357545852661133
843,12.511253356933594
844,13.8092041015625
845,11.875152587890625
846,13.480186462402344
847,11.038064956665039
848,11.516094207763672
849,10.863542556762695
850,12.291908264160156
851,16.774654388427734
852,11.925458908081055
853,12.96854019165039
854,12.874364852905273
855,12.692451477050781
856,12.642145156860352
857,13.387680053710938
858,14.297008514404297
859,12.242317199707031
860,10.892629623413086
861,12.11404800415039
862,11.42263412475586
863,10.872364044189453
864,9.906530380249023
865,12.596845626831055
866,11.420011520385742
867,10.740518569946289
868,11.60287857055664
869,13.444185256958008
870,11.17253303527832
871,14.383316040039062
872,15.947818756103516
873,15.12289047241211
874,11.559009552001953
875,13.222932815551758
876,12.007713317871094
877,10.226249694824219
878,11.187553405761719
879,10.11967658996582
880,14.61935043334961
881,11.60120964050293
882,11.695623397827148
883,11.899471282958984
884,11.427879333496094
885,12.31837272644043
886,12.660503387451172
887,12.531757354736328
888,11.861324310302734
889,11.986494064331055
890,12.502431869506836
891,13.117074966430664
892,11.040687561035156
893,13.556480407714844
894,15.051603317260742
895,11.244773864746094
896,18.563270568847656
897,15.197515487670898
898,11.99650764465332
899,10.421514511108398
900,12.53366470336914
901,12.377023696899414
902,16.590356826782227
903,17.177343368530273
904,11.68060302734375
905,12.047529220581055
906,11.392354965209961
907,11.094331741333008
908,12.82048225402832
909,10.753393173217773
910,11.133670806884766
911,16.28398895263672
912,14.993667602539062
913,12.131690979003906
914,11.443853378295898
915,10.114669799804688
916,12.174844741821289
917,13.270854949951172
918,12.835502624511719
919,16.327381134033203
920,16.671180725097656
921,15.801429748535156
922,13.551950454711914
923,15.43569564819336
924,10.643959045410156
925,12.287378311157227
926,11.863470077514648
927,12.15219497680664
928,13.469457626342773
929,12.754678726196289
930,13.809442520141602
931,13.572454452514648
932,12.720346450805664
933,14.673709869384766
934,11.784553527832031
935,12.891292572021484
936,10.692358016967773
937,12.427091598510742
938,13.604164123535156
939,14.863967895507812
940,13.277053833007812
941,11.86823844909668
942,9.7808837890625
943,10.26463508605957
944,10.87641716003418
945,13.163566589355469
946,12.619972229003906
947,9.877681732177734
948,12.489080429077148
949,12.652158737182617
950,13.010025024414062
951,12.22848892211914
952,10.76364517211914
953,12.624025344848633
954,10.875463485717773
955,10.556697845458984
956,10.398387908935547
957,11.880636215209961
958,11.195898056030273
959,10.349512100219727
960,11.539459228515625
961,14.940023422241211
962,11.790752410888672
963,11.703252792358398
964,11.650323867797852
965,12.29238510131836
966,13.10276985168457
967,11.173725128173828
968,9.875774383544922
969,12.838363647460938
970,9.40084457397461
971,10.128021240234375
972,13.787269592285156
973,8.930206298828125
974,9.764909744262695
975,12.230634689331055
976,9.924173355102539
977,10.452985763549805
978,11.310577392578125
979,11.797904968261719
980,10.69331169128418
981,10.364532470703125
982,14.050483703613281
983,13.291120529174805
984,11.312723159790039
985,8.852720260620117
986,10.737180709838867
987,11.459589004516602
988,11.179208755493164
989,10.492324829101562
990,11.058330535888672
991,9.992361068725586
992,8.870601654052734
993,12.588262557983398
994,11.164426803588867
995,10.293006896972656
996,8.520364761352539
997,11.36922836303711
998,9.106636047363281
999,8.372068405151367
1000,10.647058486938477
1001,10.193586349487305
1002,12.357950210571289
1003,12.193918228149414
1004,10.41865348815918
1005,8.36324691772461
1006,11.358499526977539
1007,9.14907455444336
1008,11.653423309326172
1009,10.817527770996094
1010,12.296676635742188
1011,10.32567024230957
1012,10.96200942993164
1013,10.121345520019531
1014,13.801336288452148
1015,12.915372848510742
1016,13.393402099609375
1017,13.51308822631836
1018,14.70184326171875
1019,10.541915893554688
1020,12.157440185546875
1021,12.281179428100586
1022,16.031503677368164
1023,16.33000373840332
1024,14.378786087036133
1025,13.77415657043457
1026,12.26043701171875
1027,9.97781753540039
1028,12.479305267333984
1029,11.014461517333984
1030,11.339187622070312
1031,10.659456253051758
1032,12.557029724121094
1033,12.934446334838867
1034,12.30621337890625
1035,9.45138931274414
1036,11.184930801391602
1037,11.986970901489258
1038,11.3067626953125
1039,12.610435485839844
