frame_id,class,confidence
1,4,0.8749648332595825
1,0,0.8357753753662109
1,4,0.8145241141319275
1,4,0.802946925163269
1,4,0.7848018407821655
1,4,0.7682304382324219
1,4,0.7650790214538574
1,4,0.7615949511528015
1,4,0.7580574750900269
1,4,0.7076186537742615
1,4,0.6282187700271606
1,4,0.6130655407905579
1,0,0.6103278398513794
1,4,0.6049895882606506
1,4,0.5762786269187927
1,0,0.5636029243469238
1,4,0.5412352681159973
1,4,0.5277035236358643
1,4,0.49478787183761597
1,4,0.4899258315563202
1,4,0.45996955037117004
1,4,0.45772823691368103
1,4,0.4367351233959198
1,0,0.3807697296142578
1,0,0.37174493074417114
1,4,0.3628796637058258
1,4,0.29395899176597595
1,0,0.2700209319591522
1,4,0.25332486629486084
2,4,0.8738152384757996
2,0,0.839003324508667
2,4,0.8216928243637085
2,4,0.8031643033027649
2,4,0.7803784012794495
2,4,0.7714534997940063
2,4,0.760657012462616
2,4,0.7594448328018188
2,4,0.7386337518692017
2,4,0.7011828422546387
2,4,0.6362191438674927
2,4,0.6223961710929871
2,4,0.5961654782295227
2,0,0.5755943059921265
2,0,0.5684038996696472
2,4,0.5558255910873413
2,4,0.5557835102081299
2,4,0.5269485116004944
2,4,0.510817289352417
2,4,0.47393351793289185
2,4,0.46092864871025085
2,4,0.44942450523376465
2,4,0.44052207469940186
2,4,0.4237634241580963
2,0,0.3376280665397644
2,0,0.32349225878715515
2,4,0.3053678870201111
3,4,0.8720777034759521
3,0,0.8358485698699951
3,4,0.8263685703277588
3,4,0.8061607480049133
3,4,0.7741916179656982
3,4,0.771982729434967
3,4,0.7525362968444824
3,4,0.7486466765403748
3,4,0.7172962427139282
3,4,0.6936634182929993
3,4,0.654578685760498
3,4,0.6392292380332947
3,4,0.5984742045402527
3,4,0.5809934139251709
3,4,0.5586289167404175
3,0,0.548736035823822
3,4,0.5298939347267151
3,4,0.4994823932647705
3,4,0.4811212122440338
3,4,0.46860799193382263
3,4,0.45365092158317566
3,0,0.4385334551334381
3,4,0.40444380044937134
3,4,0.3930250406265259
3,0,0.3226218521595001
3,4,0.3051080107688904
4,4,0.8475740551948547
4,4,0.7994499802589417
4,4,0.7941163182258606
4,4,0.7927091121673584
4,4,0.7537273168563843
4,0,0.7527281045913696
4,4,0.7525442838668823
4,4,0.6953727602958679
4,4,0.6807250380516052
4,4,0.6743884086608887
4,0,0.669189453125
4,4,0.6628813147544861
4,0,0.6540690064430237
4,4,0.646181583404541
4,0,0.6452547907829285
4,0,0.6347464919090271
4,4,0.5638452172279358
4,4,0.5507872104644775
4,4,0.5469286441802979
4,4,0.5185428261756897
4,4,0.5114423632621765
4,4,0.4203025996685028
4,4,0.3164949119091034
4,0,0.2946650981903076
4,4,0.28797289729118347
4,4,0.2686362564563751
4,0,0.2616965174674988
5,4,0.8423009514808655
5,4,0.8201956152915955
5,4,0.7989664673805237
5,4,0.7960010170936584
5,4,0.7689546942710876
5,0,0.7656803131103516
5,4,0.7347162365913391
5,0,0.7029645442962646
5,4,0.6858261823654175
5,4,0.6753946542739868
5,4,0.6637036800384521
5,0,0.656734824180603
5,4,0.5956772565841675
5,0,0.592980146408081
5,0,0.5845921635627747
5,4,0.5835243463516235
5,4,0.5547335743904114
5,4,0.5497117042541504
5,4,0.5387834310531616
5,0,0.5347197651863098
5,0,0.5142562389373779
5,4,0.498035192489624
5,4,0.47753918170928955
5,4,0.3921608626842499
5,4,0.3645888566970825
5,4,0.3429965078830719
6,4,0.831727921962738
6,4,0.7866194248199463
6,0,0.776716947555542
6,4,0.7413263320922852
6,4,0.725060760974884
6,0,0.7050368785858154
6,4,0.7001526951789856
6,4,0.6935667991638184
6,4,0.6683804988861084
6,4,0.6620895266532898
6,4,0.6420542597770691
6,0,0.6147617697715759
6,0,0.6037155389785767
6,4,0.6025088429450989
6,4,0.5940684080123901
6,4,0.43168410658836365
6,4,0.36471059918403625
7,4,0.8362605571746826
7,4,0.7858090400695801
7,0,0.7788965702056885
7,4,0.755892276763916
7,4,0.7245710492134094
7,0,0.7087650299072266
7,4,0.7003495097160339
7,4,0.6839179396629333
7,4,0.6774763464927673
7,4,0.6670949459075928
7,4,0.6567212343215942
7,4,0.6096934676170349
7,0,0.6085295677185059
7,0,0.6017903089523315
7,4,0.595645546913147
7,4,0.41584208607673645
7,4,0.3224245011806488
8,4,0.8268972635269165
8,4,0.7876136302947998
8,0,0.7788857221603394
8,4,0.7527657151222229
8,4,0.7229787111282349
8,4,0.7074118256568909
8,0,0.6947100162506104
8,4,0.6904512643814087
8,4,0.6635663509368896
8,4,0.6578922867774963
8,4,0.6537147760391235
8,0,0.6160012483596802
8,4,0.6062009334564209
8,4,0.6014065742492676
8,0,0.6011095643043518
8,4,0.4083383083343506
8,4,0.31214451789855957
9,4,0.836650013923645
9,4,0.7892397046089172
9,0,0.7847947478294373
9,4,0.7423380017280579
9,4,0.721731960773468
9,4,0.6927692890167236
9,0,0.6878558993339539
9,4,0.6757943034172058
9,4,0.6754744648933411
9,4,0.6750999689102173
9,4,0.6616259813308716
9,4,0.6249276995658875
9,0,0.6162306070327759
9,4,0.5779976844787598
9,0,0.573143482208252
9,4,0.3265840709209442
10,4,0.8317963480949402
10,0,0.779744029045105
10,4,0.7790478467941284
10,4,0.7417399883270264
10,4,0.7009074091911316
10,4,0.6954808831214905
10,4,0.6821727752685547
10,4,0.6760501861572266
10,4,0.6604740023612976
10,4,0.6510629057884216
10,4,0.6222647428512573
10,0,0.6159087419509888
10,0,0.6060057878494263
10,4,0.5562501549720764
10,0,0.45077916979789734
11,4,0.8343321084976196
11,4,0.7847782969474792
11,0,0.7755599617958069
11,4,0.7427499890327454
11,4,0.7202528119087219
11,4,0.6920915246009827
11,4,0.6907988786697388
11,4,0.6783109903335571
11,4,0.6694673895835876
11,0,0.6611983776092529
11,4,0.6470264792442322
11,0,0.6230347156524658
11,4,0.6133125424385071
11,4,0.5828697681427002
11,0,0.5751606822013855
11,4,0.28573501110076904
12,4,0.835956335067749
12,4,0.7888020277023315
12,0,0.783626139163971
12,4,0.7463984489440918
12,4,0.729790449142456
12,4,0.7005484104156494
12,0,0.6914446353912354
12,4,0.6894957423210144
12,4,0.6809256672859192
12,4,0.6633276343345642
12,4,0.6592329144477844
12,0,0.6105371117591858
12,4,0.6096907258033752
12,4,0.6090889573097229
12,0,0.5347299575805664
12,4,0.31436827778816223
13,4,0.8267723321914673
13,4,0.786409854888916
13,0,0.7840455174446106
13,4,0.757490873336792
13,4,0.7412688732147217
13,0,0.7165486216545105
13,4,0.7164683938026428
13,4,0.690589427947998
13,4,0.6811011433601379
13,4,0.665032684803009
13,4,0.6478182077407837
13,0,0.6348645687103271
13,4,0.616727352142334
13,0,0.6097762584686279
13,4,0.6067515015602112
13,4,0.3196973204612732
13,4,0.27708083391189575
14,4,0.8290325999259949
14,4,0.7869076132774353
14,0,0.7821146249771118
14,4,0.749845027923584
14,4,0.7327210903167725
14,0,0.7198785543441772
14,4,0.701365053653717
14,4,0.6918073296546936
14,4,0.6795222759246826
14,4,0.6599147319793701
14,0,0.653997540473938
14,4,0.6501597166061401
14,4,0.6143144965171814
14,4,0.5933971405029297
14,0,0.5861016511917114
14,4,0.3618581295013428
