ID,color,x,y,z,ScaleX,ScaleY,ScaleZ
1,blue,3911.1190943757306,-2150.916562380785,0,0.01,0.01,0
2,blue,3630.1982977708276,-2252.8544834572986,0,0.01,0.01,0
3,blue,3360.7785674549887,-2381.9439040342786,0,0.01,0.01,0
4,blue,3109.150285229046,-2542.944306036219,0,0.01,0.01,0
5,blue,2873.9758896558656,-2727.3961055613513,0,0.01,0.01,0
6,blue,2642.880956132976,-2916.9964010569784,0,0.01,0.01,0
7,blue,2404.242917693179,-3096.8935655091245,0,0.01,0.01,0
8,blue,2146.293924361675,-3247.220730953265,0,0.01,0.01,0
9,blue,1860.4291940298829,-3329.85971893025,0,0.01,0.01,0
10,blue,1566.5458336212482,-3292.990930148724,0,0.01,0.01,0
11,blue,1307.003306279858,-3146.292220521037,0,0.01,0.01,0
12,blue,1055.4916707964267,-2985.3310543388166,0,0.01,0.01,0
13,blue,767.6788307117441,-2912.1789666532964,0,0.01,0.01,0
14,blue,469.9385959054837,-2929.9896566512507,0,0.01,0.01,0
15,blue,178.38310361929572,-2995.2820506430903,0,0.01,0.01,0
16,blue,-108.1570142932236,-3080.369172456448,0,0.01,0.01,0
17,blue,-394.2054578631456,-3167.1244461195297,0,0.01,0.01,0
18,blue,-684.2662087431926,-3239.0062749211297,0,0.01,0.01,0
19,blue,-980.7123929988826,-3274.5816929374882,0,0.01,0.01,0
20,blue,-1277.2338687585382,-3245.1323273884454,0,0.01,0.01,0
21,blue,-1550.2951055811593,-3126.987128873979,0,0.01,0.01,0
22,blue,-1780.367013714039,-2937.1395324374744,0,0.01,0.01,0
23,blue,-1974.085762605415,-2709.769529694929,0,0.01,0.01,0
24,blue,-2143.195684457384,-2463.4041577952416,0,0.01,0.01,0
25,blue,-2286.0831038621836,-2201.042974592463,0,0.01,0.01,0
26,blue,-2391.912546546617,-1921.8231990971256,0,0.01,0.01,0
27,blue,-2445.30572964728,-1628.2564331760466,0,0.01,0.01,0
28,blue,-2430.077308479941,-1330.5183075075756,0,0.01,0.01,0
29,blue,-2344.3346453696977,-1044.805991643845,0,0.01,0.01,0
30,blue,-2203.2722546628534,-781.7235671275562,0,0.01,0.01,0
31,blue,-2020.4373826969008,-545.634786704068,0,0.01,0.01,0
32,blue,-1803.049592586131,-340.9059298259461,0,0.01,0.01,0
33,blue,-1555.926470512592,-173.31503137349884,0,0.01,0.01,0
34,blue,-1285.7891637615623,-45.98999354499966,0,0.01,0.01,0
35,blue,-1000.6982214686154,43.226079677001294,0,0.01,0.01,0
36,blue,-707.3918921780723,100.28330593902552,0,0.01,0.01,0
37,blue,-410.2856946108226,132.62118384731139,0,0.01,0.01,0
38,blue,-111.7641924330222,147.55421287849515,0,0.01,0.01,0
39,blue,187.12115901376194,151.63266089400656,0,0.01,0.01,0
40,blue,486.0405801482514,150.62465801796384,0,0.01,0.01,0
41,blue,784.9602898922292,149.76389437615296,0,0.01,0.01,0
42,blue,1083.846436545511,153.9079815135292,0,0.01,0.01,0
43,blue,1382.454381987425,167.2122473938902,0,0.01,0.01,0
44,blue,1680.129686262216,194.07381385728044,0,0.01,0.01,0
45,blue,1975.4484543419644,239.89111541009933,0,0.01,0.01,0
46,blue,2265.4903067350347,311.6562128082513,0,0.01,0.01,0
47,blue,2544.733957189922,417.6224883598287,0,0.01,0.01,0
48,blue,2803.4404749877212,566.5445232115076,0,0.01,0.01,0
49,blue,3027.616775868826,763.4125711118919,0,0.01,0.01,0
50,blue,3205.617070988295,1002.9349983076805,0,0.01,0.01,0
51,blue,3364.087291289958,1256.1128297341163,0,0.01,0.01,0
52,blue,3574.811045650479,1467.0275498898895,0,0.01,0.01,0
53,blue,3823.4660749252216,1632.4669924751574,0,0.01,0.01,0
54,blue,4086.19882718598,1774.9980671415592,0,0.01,0.01,0
55,blue,4346.220663925023,1922.304380273846,0,0.01,0.01,0
56,blue,4583.231352501447,2103.5685660847435,0,0.01,0.01,0
57,blue,4767.479505342993,2337.857602830251,0,0.01,0.01,0
58,blue,4908.546303005124,2601.2579549759143,0,0.01,0.01,0
59,blue,5038.001554739281,2870.690881088744,0,0.01,0.01,0
60,blue,5183.126404465513,3131.8178789456115,0,0.01,0.01,0
61,blue,5374.942558173862,3359.8037909070854,0,0.01,0.01,0
62,blue,5635.040869383763,3501.898179066621,0,0.01,0.01,0
63,blue,5931.667494588682,3527.5916588155233,0,0.01,0.01,0
64,blue,6229.680160176153,3536.604443506922,0,0.01,0.01,0
65,blue,6483.1823988703445,3686.5252668012695,0,0.01,0.01,0
66,blue,6656.919208180466,3928.715822198141,0,0.01,0.01,0
67,blue,6786.164524828428,4198.076933034623,0,0.01,0.01,0
68,blue,6895.187738783044,4476.381338532344,0,0.01,0.01,0
69,blue,6998.332543379482,4756.943876591918,0,0.01,0.01,0
70,blue,7107.342083014267,5035.255945248682,0,0.01,0.01,0
71,blue,7235.518661823122,5305.1579126615825,0,0.01,0.01,0
72,blue,7401.063512550713,5553.467610924413,0,0.01,0.01,0
73,blue,7625.883549641129,5748.233007385891,0,0.01,0.01,0
74,blue,7907.989882143766,5839.634946000057,0,0.01,0.01,0
75,blue,8206.228305615872,5832.145316322153,0,0.01,0.01,0
76,blue,8503.150050015376,5797.809147324487,0,0.01,0.01,0
77,blue,8799.984926079595,5815.606318549094,0,0.01,0.01,0
78,blue,9069.995167822794,5940.764976218382,0,0.01,0.01,0
79,blue,9303.803146849204,6126.50234552598,0,0.01,0.01,0
80,blue,9517.25272486828,6335.710009475192,0,0.01,0.01,0
81,blue,9726.108783348005,6549.560364562751,0,0.01,0.01,0
82,blue,9943.891942069467,6754.208791350155,0,0.01,0.01,0
83,blue,10182.636425555049,6933.63250728479,0,0.01,0.01,0
84,blue,10450.395490574221,7065.05094176083,0,0.01,0.01,0
85,blue,10742.310629987913,7124.955728933893,0,0.01,0.01,0
86,blue,11040.483132123813,7113.627050028097,0,0.01,0.01,0
87,blue,11330.958450244609,7045.129605716053,0,0.01,0.01,0
88,blue,11599.239987218567,6915.094809469298,0,0.01,0.01,0
89,blue,11822.227394762664,6717.597390123077,0,0.01,0.01,0
90,blue,11981.010093144541,6465.428842423927,0,0.01,0.01,0
91,blue,12074.955036429319,6182.246214482587,0,0.01,0.01,0
92,blue,12117.018595589036,5886.585608419746,0,0.01,0.01,0
93,blue,12121.82786868333,5587.840778840141,0,0.01,0.01,0
94,blue,12100.416919818505,5289.7561137477705,0,0.01,0.01,0
95,blue,12060.458119072473,4993.552786189938,0,0.01,0.01,0
96,blue,12007.052959143544,4699.459128143915,0,0.01,0.01,0
97,blue,11943.943900722565,4407.285459602977,0,0.01,0.01,0
98,blue,11873.805126121695,4116.714061057439,0,0.01,0.01,0
99,blue,11798.709910805508,3827.3810078085994,0,0.01,0.01,0
100,blue,11720.341914185667,3538.9156281464416,0,0.01,0.01,0
101,blue,11640.190836831283,3250.939815435602,0,0.01,0.01,0
102,blue,11559.596536071058,2963.0875353579677,0,0.01,0.01,0
103,blue,11479.901648894562,2674.98534120748,0,0.01,0.01,0
104,blue,11402.509968379396,2386.257054974532,0,0.01,0.01,0
105,blue,11329.017806766638,2096.5138299982746,0,0.01,0.01,0
106,blue,11261.366052001915,1805.3555333946954,0,0.01,0.01,0
107,blue,11202.043022682943,1512.3940249365412,0,0.01,0.01,0
108,blue,11154.528883686522,1217.3017039795645,0,0.01,0.01,0
109,blue,11123.895479149445,920.0135301985526,0,0.01,0.01,0
110,blue,11113.458147240766,621.309188524291,0,0.01,0.01,0
111,blue,11107.165703491986,322.4610140311064,0,0.01,0.01,0
112,blue,11084.837101011964,24.46040634300992,0,0.01,0.01,0
113,blue,11036.91800707899,-270.4970547351536,0,0.01,0.01,0
114,blue,10963.950597654382,-560.2825265073644,0,0.01,0.01,0
