epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,4014.41,0.90865,0.46101,0.82867,0.78611,0.58836,0.65357,0.43428,0.85434,0.41148,0.81606,0.004357,0.004357,0.004357
59,4083.38,0.90596,0.46065,0.82845,0.785,0.595,0.65604,0.43563,0.85172,0.40855,0.81633,0.004258,0.004258,0.004258
60,4152.26,0.90121,0.45819,0.82787,0.7945,0.59188,0.6591,0.43922,0.84913,0.40898,0.81537,0.004159,0.004159,0.004159
61,4221.19,0.90177,0.45731,0.82908,0.7876,0.5985,0.6577,0.43806,0.8494,0.4081,0.81541,0.00406,0.00406,0.00406
62,4290.13,0.88967,0.45199,0.82739,0.79378,0.5954,0.66032,0.438,0.84701,0.40572,0.81517,0.003961,0.003961,0.003961
63,4359.15,0.8892,0.45047,0.82834,0.78644,0.59598,0.65986,0.43965,0.84606,0.40534,0.8146,0.003862,0.003862,0.003862
64,4428.07,0.8867,0.44828,0.82604,0.78554,0.59921,0.66169,0.44088,0.84478,0.40451,0.81456,0.003763,0.003763,0.003763
65,4496.87,0.8832,0.44653,0.82692,0.79447,0.59237,0.66157,0.441,0.84385,0.40311,0.81428,0.003664,0.003664,0.003664
66,4565.86,0.88557,0.44819,0.8267,0.78806,0.59406,0.66067,0.44073,0.84132,0.40339,0.81404,0.003565,0.003565,0.003565
67,4634.87,0.88681,0.44889,0.82582,0.79127,0.59455,0.65984,0.44121,0.84062,0.40298,0.81369,0.003466,0.003466,0.003466
68,4703.83,0.87939,0.44633,0.8261,0.78749,0.59475,0.66048,0.44164,0.84118,0.40131,0.8137,0.003367,0.003367,0.003367
69,4772.7,0.87552,0.44289,0.82514,0.79464,0.59993,0.66339,0.44327,0.83918,0.39994,0.81401,0.003268,0.003268,0.003268
70,4841.61,0.86957,0.43941,0.825,0.78491,0.60496,0.66362,0.44384,0.83799,0.39967,0.81373,0.003169,0.003169,0.003169
71,4910.5,0.87157,0.43845,0.82375,0.78589,0.60308,0.66372,0.44557,0.83651,0.39939,0.81303,0.00307,0.00307,0.00307
72,4979.51,0.86735,0.43689,0.82358,0.7895,0.6029,0.66509,0.44657,0.83452,0.39821,0.81285,0.002971,0.002971,0.002971
73,5048.39,0.86609,0.43621,0.82404,0.78757,0.60626,0.66694,0.44682,0.83311,0.39586,0.81253,0.002872,0.002872,0.002872
74,5117.4,0.85922,0.43367,0.82206,0.789,0.60369,0.66737,0.44741,0.83203,0.3957,0.81238,0.002773,0.002773,0.002773
75,5186.35,0.86371,0.4346,0.82216,0.78358,0.60456,0.66488,0.44749,0.83092,0.3953,0.81231,0.002674,0.002674,0.002674
76,5255.26,0.85729,0.43186,0.82178,0.79201,0.59999,0.66575,0.44816,0.83053,0.39398,0.81233,0.002575,0.002575,0.002575
77,5324.13,0.85495,0.43036,0.82313,0.79497,0.60403,0.6659,0.44879,0.82913,0.39391,0.81207,0.002476,0.002476,0.002476
78,5393.15,0.84865,0.42687,0.82076,0.79131,0.60559,0.66605,0.44934,0.82862,0.39275,0.81174,0.002377,0.002377,0.002377
79,5461.91,0.85156,0.42577,0.82112,0.79063,0.60321,0.66622,0.44995,0.82811,0.39303,0.81152,0.002278,0.002278,0.002278
80,5530.86,0.8525,0.4262,0.82182,0.78595,0.60494,0.66705,0.45055,0.82736,0.39188,0.81133,0.002179,0.002179,0.002179
81,5599.74,0.84257,0.42218,0.82179,0.79343,0.60206,0.66739,0.4501,0.82702,0.39163,0.81122,0.00208,0.00208,0.00208
82,5668.59,0.84069,0.42164,0.82076,0.7921,0.60489,0.66832,0.45158,0.82572,0.39091,0.81104,0.001981,0.001981,0.001981
83,5737.5,0.84434,0.42142,0.82108,0.79167,0.60403,0.66752,0.45208,0.82483,0.3899,0.81096,0.001882,0.001882,0.001882
84,5806.33,0.83701,0.41966,0.82096,0.79469,0.60283,0.66714,0.45214,0.82368,0.39027,0.81064,0.001783,0.001783,0.001783
85,5875.13,0.83806,0.41888,0.82042,0.78817,0.60647,0.66821,0.45279,0.82321,0.38931,0.81031,0.001684,0.001684,0.001684
86,5944.16,0.83316,0.41427,0.81911,0.78897,0.60712,0.66888,0.45334,0.82263,0.38841,0.81056,0.001585,0.001585,0.001585
87,6013.06,0.8344,0.41683,0.81938,0.79081,0.60959,0.66943,0.45322,0.82234,0.3877,0.81042,0.001486,0.001486,0.001486
88,6081.9,0.83173,0.41276,0.81986,0.79201,0.60586,0.66852,0.4535,0.82232,0.38725,0.81068,0.001387,0.001387,0.001387
89,6150.83,0.82737,0.4122,0.81877,0.79098,0.60642,0.66954,0.4536,0.82183,0.38694,0.81058,0.001288,0.001288,0.001288
90,6219.74,0.82864,0.41065,0.81845,0.79374,0.60684,0.67067,0.45401,0.82132,0.38656,0.81041,0.001189,0.001189,0.001189
91,6288.26,0.83672,0.40496,0.81488,0.78883,0.60694,0.67011,0.45442,0.82048,0.38577,0.81033,0.00109,0.00109,0.00109
92,6356.32,0.82966,0.40091,0.81338,0.78667,0.60903,0.67052,0.45514,0.81971,0.38557,0.81035,0.000991,0.000991,0.000991
93,6424.42,0.82466,0.39761,0.81389,0.78749,0.61058,0.67137,0.45537,0.81914,0.38539,0.81016,0.000892,0.000892,0.000892
94,6492.33,0.82025,0.39576,0.8123,0.78797,0.61004,0.67131,0.45549,0.81915,0.38509,0.81008,0.000793,0.000793,0.000793
95,6560.33,0.81989,0.39493,0.81262,0.78708,0.61259,0.6712,0.45532,0.81925,0.38551,0.80996,0.000694,0.000694,0.000694
96,6628.35,0.81423,0.39242,0.81147,0.78834,0.61249,0.67087,0.45502,0.81917,0.38498,0.80981,0.000595,0.000595,0.000595
97,6696.38,0.81612,0.39216,0.81079,0.78609,0.61295,0.67035,0.45537,0.81866,0.38524,0.80974,0.000496,0.000496,0.000496
98,6764.38,0.81164,0.39018,0.81054,0.78392,0.61329,0.67069,0.45562,0.8187,0.38475,0.80984,0.000397,0.000397,0.000397
99,6832.42,0.81023,0.38881,0.81005,0.7856,0.61276,0.67114,0.45568,0.81853,0.38462,0.80979,0.000298,0.000298,0.000298
100,6900.36,0.80754,0.38631,0.81112,0.78667,0.6131,0.6716,0.45566,0.81862,0.38456,0.80977,0.000199,0.000199,0.000199
